rcasiteid,rcapid,x,y
C1508W02,C1508W021,-81.23,25.26
C1508W02,C1508W022,-81.23,25.26
C1508W02,C1508W023,-81.23,25.26
C1508W02,C1508W024,-81.23,25.26
C1508W02,C1508W025,-81.23,25.26
C0804R21,C0804R211,-104.49,30.03
C0804R21,C0804R212,-104.49,30.03
C0804R21,C0804R213,-104.49,30.03
C0804R21,C0804R214,-104.49,30.03
C0804R21,C0804R215,-104.49,30.03
C0805R13,C0805R131,-103.61,29.99
C0805R13,C0805R132,-103.61,29.99
C0805R13,C0805R133,-103.61,29.99
C0805R13,C0805R134,-103.61,29.99
C0805R13,C0805R135,-103.61,29.99
C0809R04,C0809R041,-104.06,30.43
C0809R04,C0809R042,-104.06,30.43
C0809R04,C0809R043,-104.06,30.43
C0809R04,C0809R044,-104.06,30.43
C0809R04,C0809R045,-104.06,30.43
C0904P05,C0904P051,-99.72,27.68
C0904P05,C0904P052,-99.72,27.68
C0904P05,C0904P053,-99.72,27.68
C0904P05,C0904P054,-99.72,27.68
C0904P05,C0904P055,-99.72,27.68
C0908R12,C0908R121,-99.97,28.36
C0908R12,C0908R122,-99.97,28.36
C0908R12,C0908R123,-99.97,28.36
C0908R12,C0908R124,-99.97,28.36
C0908R12,C0908R125,-99.97,28.36
C0911R22,C0911R221,-100.03,28.32
C0911R22,C0911R222,-100.03,28.32
C0911R22,C0911R223,-100.03,28.32
C0911R22,C0911R224,-100.03,28.32
C0911R22,C0911R225,-100.03,28.32
C0914R02,C0914R021,-100.82,30.36
C0914R02,C0914R022,-100.82,30.36
C0914R02,C0914R023,-100.82,30.36
C0914R02,C0914R024,-100.82,30.36
C0914R02,C0914R025,-100.82,30.36
C0914R03,C0914R031,-102.05,29.98
C0914R03,C0914R032,-102.05,29.98
C0914R03,C0914R033,-102.05,29.98
C0914R03,C0914R034,-102.05,29.98
C0914R03,C0914R035,-102.05,29.98
C0914R10,C0914R101,-99.98,29.72
C0914R10,C0914R102,-99.98,29.72
C0914R10,C0914R103,-99.98,29.72
C0914R10,C0914R104,-99.98,29.72
C0914R10,C0914R105,-99.98,29.72
C0914R13,C0914R131,-101.05,30.28
C0914R13,C0914R132,-101.05,30.28
C0914R13,C0914R133,-101.05,30.28
C0914R13,C0914R134,-101.05,30.28
C0914R13,C0914R135,-101.05,30.28
C0914R15,C0914R151,-100.4,30.02
C0914R15,C0914R152,-100.4,30.02
C0914R15,C0914R153,-100.4,30.02
C0914R15,C0914R154,-100.4,30.02
C0914R15,C0914R155,-100.4,30.02
C0901P10,C0901P101,-98.08,30.42
C0901P10,C0901P102,-98.08,30.42
C0901P10,C0901P103,-98.08,30.42
C0901P10,C0901P104,-98.08,30.42
C0901P10,C0901P105,-98.08,30.42
C0902F07,C0902F071,-95.57,28.99
C0902F07,C0902F072,-95.57,28.99
C0902F07,C0902F073,-95.57,28.99
C0902F07,C0902F074,-95.57,28.99
C0902F07,C0902F075,-95.57,28.99
C0902F10,C0902F101,-95.53,29.17
C0902F10,C0902F102,-95.53,29.17
C0902F10,C0902F103,-95.53,29.17
C0902F10,C0902F104,-95.53,29.17
C0902F10,C0902F105,-95.53,29.17
C0902P06,C0902P061,-96.48,30.33
C0902P06,C0902P062,-96.48,30.33
C0902P06,C0902P063,-96.48,30.33
C0902P06,C0902P064,-96.48,30.33
C0902P06,C0902P065,-96.48,30.33
C0902P09,C0902P091,-95.86,29.16
C0902P09,C0902P092,-95.86,29.16
C0902P09,C0902P093,-95.86,29.16
C0902P09,C0902P094,-95.86,29.16
C0902P09,C0902P095,-95.86,29.16
C0902R02,C0902R021,-99.04,27.69
C0902R02,C0902R022,-99.04,27.69
C0902R02,C0902R023,-99.04,27.69
C0902R02,C0902R024,-99.04,27.69
C0902R02,C0902R025,-99.04,27.69
C0902R04,C0902R041,-98.2,29.48
C0902R04,C0902R042,-98.2,29.48
C0902R04,C0902R043,-98.2,29.48
C0902R04,C0902R044,-98.2,29.48
C0902R04,C0902R045,-98.2,29.48
C0902R12,C0902R121,-98.93,27.72
C0902R12,C0902R122,-98.93,27.72
C0902R12,C0902R123,-98.93,27.72
C0902R12,C0902R124,-98.93,27.72
C0902R12,C0902R125,-98.93,27.72
C0904F79,C0904F791,-94.63,30.4
C0904F79,C0904F792,-94.63,30.4
C0904F79,C0904F793,-94.63,30.4
C0904F79,C0904F794,-94.63,30.4
C0904F79,C0904F795,-94.63,30.4
C0904P06,C0904P061,-97.02,29.97
C0904P06,C0904P062,-97.02,29.97
C0904P06,C0904P063,-97.02,29.97
C0904P06,C0904P064,-97.02,29.97
C0904P06,C0904P065,-97.02,29.97
C0905F01,C0905F011,-94.15,30.39
C0905F01,C0905F012,-94.15,30.39
C0905F01,C0905F013,-94.15,30.39
C0905F01,C0905F014,-94.15,30.39
C0905F01,C0905F015,-94.15,30.39
C0905F12,C0905F121,-94.21,30.32
C0905F12,C0905F122,-94.21,30.32
C0905F12,C0905F123,-94.21,30.32
C0905F12,C0905F124,-94.21,30.32
C0905F12,C0905F125,-94.21,30.32
C0906C02,C0906C021,-97.85,26.45
C0906C02,C0906C022,-97.85,26.45
C0906C02,C0906C023,-97.85,26.45
C0906C02,C0906C024,-97.85,26.45
C0906C02,C0906C025,-97.85,26.45
C0906F04,C0906F041,-97.23,30.0
C0906F04,C0906F042,-97.23,30.0
C0906F04,C0906F043,-97.23,30.0
C0906F04,C0906F044,-97.23,30.0
C0906F04,C0906F045,-97.23,30.0
C0906P03,C0906P031,-97.23,29.29
C0906P03,C0906P032,-97.23,29.29
C0906P03,C0906P033,-97.23,29.29
C0906P03,C0906P034,-97.23,29.29
C0906P03,C0906P035,-97.23,29.29
C0906R05,C0906R051,-97.83,29.16
C0906R05,C0906R052,-97.83,29.16
C0906R05,C0906R053,-97.83,29.16
C0906R05,C0906R054,-97.83,29.16
C0906R05,C0906R055,-97.83,29.16
C0906R07,C0906R071,-98.97,29.74
C0906R07,C0906R072,-98.97,29.74
C0906R07,C0906R073,-98.97,29.74
C0906R07,C0906R074,-98.97,29.74
C0906R07,C0906R075,-98.97,29.74
C0906R17,C0906R171,-96.01,29.83
C0906R17,C0906R172,-96.01,29.83
C0906R17,C0906R173,-96.01,29.83
C0906R17,C0906R174,-96.01,29.83
C0906R17,C0906R175,-96.01,29.83
C0906R30,C0906R301,-97.09,28.56
C0906R30,C0906R302,-97.09,28.56
C0906R30,C0906R303,-97.09,28.56
C0906R30,C0906R304,-97.09,28.56
C0906R30,C0906R305,-97.09,28.56
C0907C03,C0907C031,-96.43,29.04
C0907C03,C0907C032,-96.43,29.04
C0907C03,C0907C033,-96.43,29.04
C0907C03,C0907C034,-96.43,29.04
C0907C03,C0907C035,-96.43,29.04
C0907C05,C0907C051,-96.48,29.4
C0907C05,C0907C052,-96.48,29.4
C0907C05,C0907C053,-96.48,29.4
C0907C05,C0907C054,-96.48,29.4
C0907C05,C0907C055,-96.48,29.4
C0907C11,C0907C111,-94.63,29.73
C0907C11,C0907C112,-94.63,29.73
C0907C11,C0907C113,-94.63,29.73
C0907C11,C0907C114,-94.63,29.73
C0907C11,C0907C115,-94.63,29.73
C0907F04,C0907F041,-95.36,30.02
C0907F04,C0907F042,-95.36,30.02
C0907F04,C0907F043,-95.36,30.02
C0907F04,C0907F044,-95.36,30.02
C0907F04,C0907F045,-95.36,30.02
C0907P01,C0907P011,-96.41,29.51
C0907P01,C0907P012,-96.41,29.51
C0907P01,C0907P013,-96.41,29.51
C0907P01,C0907P014,-96.41,29.51
C0907P01,C0907P015,-96.41,29.51
C0907P06,C0907P061,-94.5,30.15
C0907P06,C0907P062,-94.5,30.15
C0907P06,C0907P063,-94.5,30.15
C0907P06,C0907P064,-94.5,30.15
C0907P06,C0907P065,-94.5,30.15
C0907P10,C0907P101,-95.45,29.12
C0907P10,C0907P102,-95.45,29.12
C0907P10,C0907P103,-95.45,29.12
C0907P10,C0907P104,-95.45,29.12
C0907P10,C0907P105,-95.45,29.12
C0907R01,C0907R011,-96.09,28.64
C0907R01,C0907R012,-96.09,28.64
C0907R01,C0907R013,-96.09,28.64
C0907R01,C0907R014,-96.09,28.64
C0907R01,C0907R015,-96.09,28.64
C0907R03,C0907R031,-98.15,27.98
C0907R03,C0907R032,-98.15,27.98
C0907R03,C0907R033,-98.15,27.98
C0907R03,C0907R034,-98.15,27.98
C0907R03,C0907R035,-98.15,27.98
C0907R04,C0907R041,-97.36,28.29
C0907R04,C0907R042,-97.36,28.29
C0907R04,C0907R043,-97.36,28.29
C0907R04,C0907R044,-97.36,28.29
C0907R04,C0907R045,-97.36,28.29
C0907R05,C0907R051,-96.59,29.4
C0907R05,C0907R052,-96.59,29.4
C0907R05,C0907R053,-96.59,29.4
C0907R05,C0907R054,-96.59,29.4
C0907R05,C0907R055,-96.59,29.4
C0907R07,C0907R071,-97.98,27.93
C0907R07,C0907R072,-97.98,27.93
C0907R07,C0907R073,-97.98,27.93
C0907R07,C0907R074,-97.98,27.93
C0907R07,C0907R075,-97.98,27.93
C0907W02,C0907W021,-94.44,29.82
C0907W02,C0907W022,-94.44,29.82
C0907W02,C0907W023,-94.44,29.82
C0907W02,C0907W024,-94.44,29.82
C0907W02,C0907W025,-94.44,29.82
C0910R04,C0910R041,-96.44,28.68
C0910R04,C0910R042,-96.44,28.68
C0910R04,C0910R043,-96.44,28.68
C0910R04,C0910R044,-96.44,28.68
C0910R04,C0910R045,-96.44,28.68
C0910R06,C0910R061,-95.31,29.46
C0910R06,C0910R062,-95.31,29.46
C0910R06,C0910R063,-95.31,29.46
C0910R06,C0910R064,-95.31,29.46
C0910R06,C0910R065,-95.31,29.46
C0910R08,C0910R081,-94.75,29.37
C0910R08,C0910R082,-94.75,29.37
C0910R08,C0910R083,-94.75,29.37
C0910R08,C0910R084,-94.75,29.37
C0910R08,C0910R085,-94.75,29.37
C0910W03,C0910W031,-96.57,28.8
C0910W03,C0910W032,-96.57,28.8
C0910W03,C0910W033,-96.57,28.8
C0910W03,C0910W034,-96.57,28.8
C0910W03,C0910W035,-96.57,28.8
C0910W09,C0910W091,-95.92,28.71
C0910W09,C0910W092,-95.92,28.71
C0910W09,C0910W093,-95.92,28.71
C0910W09,C0910W094,-95.92,28.71
C0910W09,C0910W095,-95.92,28.71
C0911R04,C0911R041,-98.53,27.29
C0911R04,C0911R042,-98.53,27.29
C0911R04,C0911R043,-98.53,27.29
C0911R04,C0911R044,-98.53,27.29
C0911R04,C0911R045,-98.53,27.29
C0911R07,C0911R071,-98.6,26.71
C0911R07,C0911R072,-98.6,26.71
C0911R07,C0911R073,-98.6,26.71
C0911R07,C0911R074,-98.6,26.71
C0911R07,C0911R075,-98.6,26.71
C0911R14,C0911R141,-98.55,26.98
C0911R14,C0911R142,-98.55,26.98
C0911R14,C0911R143,-98.55,26.98
C0911R14,C0911R144,-98.55,26.98
C0911R14,C0911R145,-98.55,26.98
C0911R17,C0911R171,-98.62,26.73
C0911R17,C0911R172,-98.62,26.73
C0911R17,C0911R173,-98.62,26.73
C0911R17,C0911R174,-98.62,26.73
C0911R17,C0911R175,-98.62,26.73
C0911R24,C0911R241,-98.35,27.55
C0911R24,C0911R242,-98.35,27.55
C0911R24,C0911R243,-98.35,27.55
C0911R24,C0911R244,-98.35,27.55
C0911R24,C0911R245,-98.35,27.55
C0912P07,C0912P072,-97.67,28.9
C0912P07,C0912P073,-97.67,28.9
C0912P07,C0912P074,-97.67,28.9
C0912P07,C0912P075,-97.67,28.9
C0912P10,C0912P101,-96.57,30.18
C0912P10,C0912P102,-96.57,30.18
C0912P10,C0912P103,-96.57,30.18
C0912P10,C0912P104,-96.57,30.18
C0912P10,C0912P105,-96.57,30.18
C0912P97,C0912P971,-97.23,29.46
C0912P97,C0912P972,-97.23,29.46
C0912P97,C0912P973,-97.23,29.46
C0912P97,C0912P974,-97.23,29.46
C0912P97,C0912P975,-97.23,29.46
C0912R05,C0912R051,-98.61,28.12
C0912R05,C0912R052,-98.61,28.12
C0912R05,C0912R053,-98.61,28.12
C0912R05,C0912R054,-98.61,28.12
C0912R05,C0912R055,-98.61,28.12
C0912R07,C0912R071,-98.46,27.74
C0912R07,C0912R072,-98.46,27.74
C0912R07,C0912R073,-98.46,27.74
C0912R07,C0912R074,-98.46,27.74
C0912R07,C0912R075,-98.46,27.74
C0912R08,C0912R081,-98.17,30.1
C0912R08,C0912R082,-98.17,30.1
C0912R08,C0912R083,-98.17,30.1
C0912R08,C0912R084,-98.17,30.1
C0912R08,C0912R085,-98.17,30.1
C0912R20,C0912R201,-98.41,27.57
C0912R20,C0912R202,-98.41,27.57
C0912R20,C0912R203,-98.41,27.57
C0912R20,C0912R204,-98.41,27.57
C0912R20,C0912R205,-98.41,27.57
C0912R28,C0912R281,-98.34,28.03
C0912R28,C0912R282,-98.34,28.03
C0912R28,C0912R283,-98.34,28.03
C0912R28,C0912R284,-98.34,28.03
C0912R28,C0912R285,-98.34,28.03
C0913F04,C0913F041,-94.74,29.99
C0913F04,C0913F042,-94.74,29.99
C0913F04,C0913F043,-94.74,29.99
C0913F04,C0913F044,-94.74,29.99
C0913F04,C0913F045,-94.74,29.99
C0913R03,C0913R031,-96.65,28.37
C0913R03,C0913R032,-96.65,28.37
C0913R03,C0913R033,-96.65,28.37
C0913R03,C0913R034,-96.65,28.37
C0913R03,C0913R035,-96.65,28.37
C0913R95,C0913R951,-96.66,28.35
C0913R95,C0913R952,-96.66,28.35
C0913R95,C0913R953,-96.66,28.35
C0913R95,C0913R954,-96.66,28.35
C0913R95,C0913R955,-96.66,28.35
C0913W02,C0913W021,-94.66,30.37
C0913W02,C0913W022,-94.66,30.37
C0913W02,C0913W023,-94.66,30.37
C0913W02,C0913W024,-94.66,30.37
C0913W02,C0913W025,-94.66,30.37
C0913W03,C0913W031,-95.11,30.37
C0913W03,C0913W032,-95.11,30.37
C0913W03,C0913W033,-95.11,30.37
C0913W03,C0913W034,-95.11,30.37
C0913W03,C0913W035,-95.11,30.37
C0913W04,C0913W041,-96.0,29.87
C0913W04,C0913W042,-96.0,29.87
C0913W04,C0913W043,-96.0,29.87
C0913W04,C0913W044,-96.0,29.87
C0913W04,C0913W045,-96.0,29.87
C0913W07,C0913W071,-95.1,30.21
C0913W07,C0913W072,-95.1,30.21
C0913W07,C0913W073,-95.1,30.21
C0913W07,C0913W074,-95.1,30.21
C0913W07,C0913W075,-95.1,30.21
C0915C02,C0915C021,-97.62,26.49
C0915C02,C0915C022,-97.62,26.49
C0915C02,C0915C023,-97.62,26.49
C0915C02,C0915C024,-97.62,26.49
C0915C02,C0915C025,-97.62,26.49
C0915C03,C0915C031,-95.92,29.76
C0915C03,C0915C032,-95.92,29.76
C0915C03,C0915C033,-95.92,29.76
C0915C03,C0915C034,-95.92,29.76
C0915C03,C0915C035,-95.92,29.76
C0915C04,C0915C041,-96.82,29.04
C0915C04,C0915C042,-96.82,29.04
C0915C04,C0915C043,-96.82,29.04
C0915C04,C0915C044,-96.82,29.04
C0915C04,C0915C045,-96.82,29.04
C0915C06,C0915C061,-97.54,26.23
C0915C06,C0915C062,-97.54,26.23
C0915C06,C0915C063,-97.54,26.23
C0915C06,C0915C064,-97.54,26.23
C0915C06,C0915C065,-97.54,26.23
C0915P09,C0915P091,-96.06,30.21
C0915P09,C0915P092,-96.06,30.21
C0915P09,C0915P093,-96.06,30.21
C0915P09,C0915P094,-96.06,30.21
C0915P09,C0915P095,-96.06,30.21
C0915R01,C0915R011,-96.88,29.37
C0915R01,C0915R012,-96.88,29.37
C0915R01,C0915R013,-96.88,29.37
C0915R01,C0915R014,-96.88,29.37
C0915R01,C0915R015,-96.88,29.37
C0915R02,C0915R021,-96.88,28.94
C0915R02,C0915R022,-96.88,28.94
C0915R02,C0915R023,-96.88,28.94
C0915R02,C0915R024,-96.88,28.94
C0915R02,C0915R025,-96.88,28.94
C0915R03,C0915R031,-97.18,28.77
C0915R03,C0915R032,-97.18,28.77
C0915R03,C0915R033,-97.18,28.77
C0915R03,C0915R034,-97.18,28.77
C0915R03,C0915R035,-97.18,28.77
C0915R06,C0915R061,-97.21,28.58
C0915R06,C0915R062,-97.21,28.58
C0915R06,C0915R063,-97.21,28.58
C0915R06,C0915R064,-97.21,28.58
C0915R06,C0915R065,-97.21,28.58
C0915R10,C0915R101,-96.56,29.33
C0915R10,C0915R102,-96.56,29.33
C0915R10,C0915R103,-96.56,29.33
C0915R10,C0915R104,-96.56,29.33
C0915R10,C0915R105,-96.56,29.33
C1602R98,C1602R981,-95.48,30.25
C1602R98,C1602R982,-95.48,30.25
C1602R98,C1602R983,-95.48,30.25
C1602R98,C1602R984,-95.48,30.25
C1602R98,C1602R985,-95.48,30.25
C1609R02,C1609R021,-95.48,30.25
C1609R02,C1609R022,-95.48,30.25
C1609R02,C1609R023,-95.48,30.25
C1609R02,C1609R024,-95.48,30.25
C1609R02,C1609R025,-95.48,30.25
C0902F05,C0902F051,-93.7,30.4
C0902F05,C0902F052,-93.7,30.4
C0902F05,C0902F053,-93.7,30.4
C0902F05,C0902F054,-93.7,30.4
C0902F05,C0902F055,-93.7,30.4
C0906F07,C0906F071,-92.34,30.28
C0906F07,C0906F072,-92.34,30.28
C0906F07,C0906F073,-92.34,30.28
C0906F07,C0906F074,-92.34,30.28
C0906F07,C0906F075,-92.34,30.28
C0907C02,C0907C021,-93.04,30.22
C0907C02,C0907C022,-93.04,30.22
C0907C02,C0907C023,-93.04,30.22
C0907C02,C0907C024,-93.04,30.22
C0907C02,C0907C025,-93.04,30.22
C0907F02,C0907F021,-92.29,29.89
C0907F02,C0907F022,-92.29,29.89
C0907F02,C0907F023,-92.29,29.89
C0907F02,C0907F024,-92.29,29.89
C0907F02,C0907F025,-92.29,29.89
C0907P04,C0907P041,-93.1,29.79
C0907P04,C0907P043,-93.1,29.79
C0907P04,C0907P044,-93.1,29.79
C0907P04,C0907P045,-93.1,29.79
C0907P05,C0907P051,-92.44,30.26
C0907P05,C0907P052,-92.44,30.26
C0907P05,C0907P053,-92.44,30.26
C0907P05,C0907P054,-92.44,30.26
C0907P05,C0907P055,-92.44,30.26
C0907W05,C0907W051,-93.38,29.97
C0907W05,C0907W052,-93.38,29.97
C0907W05,C0907W053,-93.38,29.97
C0907W05,C0907W054,-93.38,29.97
C0907W05,C0907W055,-93.38,29.97
C0907W06,C0907W061,-92.41,29.88
C0907W06,C0907W062,-92.41,29.88
C0907W06,C0907W063,-92.41,29.88
C0907W06,C0907W064,-92.41,29.88
C0907W06,C0907W065,-92.41,29.88
C0909W03,C0909W031,-92.03,29.84
C0909W03,C0909W032,-92.03,29.84
C0909W03,C0909W033,-92.03,29.84
C0909W03,C0909W034,-92.03,29.84
C0909W03,C0909W035,-92.03,29.84
C0909W04,C0909W041,-92.03,29.84
C0909W04,C0909W042,-92.03,29.84
C0909W04,C0909W043,-92.03,29.84
C0909W04,C0909W044,-92.03,29.84
C0909W04,C0909W045,-92.03,29.84
C0909W06,C0909W061,-91.55,29.64
C0909W06,C0909W062,-91.55,29.64
C0909W06,C0909W063,-91.55,29.64
C0909W06,C0909W064,-91.55,29.64
C0909W06,C0909W065,-91.55,29.64
C0910C01,C0910C011,-92.57,30.2
C0910C01,C0910C012,-92.57,30.2
C0910C01,C0910C013,-92.57,30.2
C0910C01,C0910C014,-92.57,30.2
C0910C01,C0910C015,-92.57,30.2
C0910C02,C0910C021,-92.31,30.26
C0910C02,C0910C022,-92.31,30.26
C0910C02,C0910C023,-92.31,30.26
C0910C02,C0910C024,-92.31,30.26
C0910C02,C0910C025,-92.31,30.26
C0910C04,C0910C041,-92.93,30.36
C0910C04,C0910C042,-92.93,30.36
C0910C04,C0910C043,-92.93,30.36
C0910C04,C0910C044,-92.93,30.36
C0910C04,C0910C045,-92.93,30.36
C0910C05,C0910C051,-92.5,30.13
C0910C05,C0910C052,-92.5,30.13
C0910C05,C0910C053,-92.5,30.13
C0910C05,C0910C054,-92.5,30.13
C0910C05,C0910C055,-92.5,30.13
C0910F01,C0910F011,-92.74,30.05
C0910F01,C0910F012,-92.74,30.05
C0910F01,C0910F013,-92.74,30.05
C0910F01,C0910F014,-92.74,30.05
C0910F01,C0910F015,-92.74,30.05
C0910F04,C0910F041,-93.55,30.23
C0910F04,C0910F042,-93.55,30.23
C0910F04,C0910F043,-93.55,30.23
C0910F04,C0910F044,-93.55,30.23
C0910F04,C0910F045,-93.55,30.23
C0910F06,C0910F061,-93.99,30.16
C0910F06,C0910F062,-93.99,30.16
C0910F06,C0910F063,-93.99,30.16
C0910F06,C0910F064,-93.99,30.16
C0910F06,C0910F065,-93.99,30.16
C0910W07,C0910W071,-92.33,29.56
C0910W07,C0910W072,-92.33,29.56
C0910W07,C0910W073,-92.33,29.56
C0910W07,C0910W074,-92.33,29.56
C0910W07,C0910W075,-92.33,29.56
C0913W01,C0913W011,-92.38,29.85
C0913W01,C0913W012,-92.38,29.85
C0913W01,C0913W013,-92.38,29.85
C0913W01,C0913W014,-92.38,29.85
C0913W01,C0913W015,-92.38,29.85
C1602F05,C1602F051,-91.65,30.38
C1602F05,C1602F052,-91.65,30.38
C1602F05,C1602F053,-91.65,30.38
C1602F05,C1602F054,-91.65,30.38
C1602F05,C1602F055,-91.65,30.38
C1603C01,C1603C011,-92.18,29.91
C1603C01,C1603C012,-92.18,29.91
C1603C01,C1603C013,-92.18,29.91
C1603C01,C1603C014,-92.18,29.91
C1603C01,C1603C015,-92.18,29.91
C1603W01,C1603W011,-91.92,30.43
C1603W01,C1603W012,-91.92,30.43
C1603W01,C1603W013,-91.92,30.43
C1603W01,C1603W014,-91.92,30.43
C1603W01,C1603W015,-91.92,30.43
C1603X04,C1603X041,-92.24,30.41
C1603X04,C1603X042,-92.24,30.41
C1603X04,C1603X043,-92.24,30.41
C1603X04,C1603X044,-92.24,30.41
C1603X04,C1603X045,-92.24,30.41
C1606W03,C1606W031,-90.42,30.31
C1606W03,C1606W032,-90.42,30.31
C1606W03,C1606W033,-90.42,30.31
C1606W03,C1606W034,-90.42,30.31
C1606W03,C1606W035,-90.42,30.31
C1606W04,C1606W041,-89.65,29.81
C1606W04,C1606W042,-89.65,29.81
C1606W04,C1606W043,-89.65,29.81
C1606W04,C1606W044,-89.65,29.81
C1606W04,C1606W045,-89.65,29.81
C1606W05,C1606W051,-90.75,29.69
C1606W05,C1606W052,-90.75,29.69
C1606W05,C1606W053,-90.75,29.69
C1606W05,C1606W054,-90.75,29.69
C1606W05,C1606W055,-90.75,29.69
C1609F04,C1609F041,-91.81,30.13
C1609F04,C1609F042,-91.81,30.13
C1609F04,C1609F043,-91.81,30.13
C1609F04,C1609F044,-91.81,30.13
C1609F04,C1609F045,-91.81,30.13
C1609F11,C1609F111,-90.72,30.35
C1609F11,C1609F112,-90.72,30.35
C1609F11,C1609F113,-90.72,30.35
C1609F11,C1609F114,-90.72,30.35
C1609F11,C1609F115,-90.72,30.35
C1609P70,C1609P701,-90.88,30.13
C1609P70,C1609P702,-90.88,30.13
C1609P70,C1609P703,-90.88,30.13
C1609P70,C1609P704,-90.88,30.13
C1609P70,C1609P705,-90.88,30.13
C1609W24,C1609W241,-90.76,30.27
C1609W24,C1609W242,-90.76,30.27
C1609W24,C1609W243,-90.76,30.27
C1609W24,C1609W244,-90.76,30.27
C1609W24,C1609W245,-90.76,30.27
F0907W10,F0907W101,-92.89,30.0
F0907W10,F0907W102,-92.89,30.0
F0907W10,F0907W103,-92.89,30.0
F0907W10,F0907W104,-92.89,30.0
F0907W10,F0907W105,-92.89,30.0
F0909W01,F0909W011,-92.88,29.98
F0909W01,F0909W012,-92.88,29.98
F0909W01,F0909W013,-92.88,29.98
F0909W01,F0909W014,-92.88,29.98
F0909W01,F0909W015,-92.88,29.98
F0909W05,F0909W051,-92.88,29.98
F0909W05,F0909W052,-92.88,29.98
F0909W05,F0909W053,-92.88,29.98
F0909W05,F0909W054,-92.88,29.98
F0909W05,F0909W055,-92.88,29.98
C1501F04,C1501F041,-84.84,30.41
C1501F04,C1501F042,-84.84,30.41
C1501F04,C1501F043,-84.84,30.41
C1501F04,C1501F044,-84.84,30.41
C1501F04,C1501F045,-84.84,30.41
C1501W05,C1501W051,-86.08,30.31
C1501W05,C1501W052,-86.08,30.31
C1501W05,C1501W053,-86.08,30.31
C1501W05,C1501W054,-86.08,30.31
C1501W05,C1501W055,-86.08,30.31
C1504W02,C1504W021,-87.73,30.41
C1504W02,C1504W022,-87.73,30.41
C1504W02,C1504W024,-87.73,30.41
C1504W02,C1504W025,-87.73,30.41
C1504W03,C1504W031,-84.79,30.35
C1504W03,C1504W032,-84.79,30.35
C1504W03,C1504W033,-84.79,30.35
C1504W03,C1504W034,-84.79,30.35
C1504W03,C1504W035,-84.79,30.35
C1506W08,C1506W081,-88.77,30.4
C1506W08,C1506W082,-88.77,30.4
C1506W08,C1506W083,-88.77,30.4
C1506W08,C1506W084,-88.77,30.4
C1506W08,C1506W085,-88.77,30.4
C1508F09,C1508F091,-85.17,30.0
C1508F09,C1508F092,-85.17,30.0
C1508F09,C1508F093,-85.17,30.0
C1508F09,C1508F094,-85.17,30.0
C1508F09,C1508F095,-85.17,30.0
C1512W09,C1512W091,-85.16,30.23
C1512W09,C1512W092,-85.16,30.23
C1512W09,C1512W093,-85.16,30.23
C1512W09,C1512W094,-85.16,30.23
C1512W09,C1512W095,-85.16,30.23
F1501R03,F1501R031,-84.43,30.06
F1501R03,F1501R032,-84.43,30.06
F1501R03,F1501R033,-84.43,30.06
F1501R03,F1501R034,-84.43,30.06
F1501R03,F1501R035,-84.43,30.06
F1504F07,F1504F071,-85.0,30.16
F1504F07,F1504F072,-85.0,30.16
F1504F07,F1504F073,-85.0,30.16
F1504F07,F1504F074,-85.0,30.16
F1504F07,F1504F075,-85.0,30.16
F1504F08,F1504F081,-84.47,30.43
F1504F08,F1504F082,-84.47,30.43
F1504F08,F1504F083,-84.47,30.43
F1504F08,F1504F084,-84.47,30.43
F1504F08,F1504F085,-84.47,30.43
F1504F09,F1504F091,-84.6,30.29
F1504F09,F1504F092,-84.6,30.29
F1504F09,F1504F093,-84.6,30.29
F1504F09,F1504F094,-84.6,30.29
F1504F09,F1504F095,-84.6,30.29
F1504F10,F1504F101,-84.87,30.24
F1504F10,F1504F102,-84.87,30.24
F1504F10,F1504F103,-84.87,30.24
F1504F10,F1504F104,-84.87,30.24
F1504F10,F1504F105,-84.87,30.24
C1402W08,C1402W081,-81.87,29.85
C1402W08,C1402W082,-81.87,29.85
C1402W08,C1402W083,-81.87,29.85
C1402W08,C1402W084,-81.87,29.85
C1402W08,C1402W085,-81.87,29.85
C1405W07,C1405W071,-82.32,29.97
C1405W07,C1405W072,-82.32,29.97
C1405W07,C1405W073,-82.32,29.97
C1405W07,C1405W074,-82.32,29.97
C1405W07,C1405W075,-82.32,29.97
C1405W65,C1405W651,-82.44,30.37
C1405W65,C1405W652,-82.44,30.37
C1405W65,C1405W653,-82.44,30.37
C1405W65,C1405W654,-82.44,30.37
C1405W65,C1405W655,-82.44,30.37
C1405W67,C1405W671,-82.38,30.24
C1405W67,C1405W672,-82.38,30.24
C1405W67,C1405W673,-82.38,30.24
C1405W67,C1405W674,-82.38,30.24
C1405W67,C1405W675,-82.38,30.24
C1405W72,C1405W721,-81.89,30.16
C1405W72,C1405W722,-81.89,30.16
C1405W72,C1405W723,-81.89,30.16
C1405W72,C1405W724,-81.89,30.16
C1405W72,C1405W725,-81.89,30.16
C1405W83,C1405W831,-82.29,30.06
C1405W83,C1405W832,-82.29,30.06
C1405W83,C1405W833,-82.29,30.06
C1405W83,C1405W834,-82.29,30.06
C1405W83,C1405W835,-82.29,30.06
C1405W94,C1405W941,-82.26,30.13
C1405W94,C1405W942,-82.26,30.13
C1405W94,C1405W943,-82.26,30.13
