rcasiteid,rcapid,x,y
C0109X04,C0109X042,-119.53,47.79
C0109X04,C0109X043,-119.53,47.79
C0109X04,C0109X044,-119.53,47.79
C0109X04,C0109X045,-119.53,47.79
C0110C04,C0110C041,-119.36,46.1
C0110C04,C0110C042,-119.36,46.1
C0110C04,C0110C043,-119.36,46.1
C0110C04,C0110C044,-119.36,46.1
C0110C04,C0110C045,-119.36,46.1
C0110C05,C0110C051,-119.17,47.23
C0110C05,C0110C052,-119.17,47.23
C0110C05,C0110C053,-119.17,47.23
C0110C05,C0110C054,-119.17,47.23
C0110C05,C0110C055,-119.17,47.23
C0110C07,C0110C071,-119.6,45.68
C0110C07,C0110C072,-119.6,45.68
C0110C07,C0110C073,-119.6,45.68
C0110C07,C0110C074,-119.6,45.68
C0110C07,C0110C075,-119.6,45.68
C0110R01,C0110R011,-119.58,48.8
C0110R01,C0110R012,-119.58,48.8
C0110R01,C0110R013,-119.58,48.8
C0110R01,C0110R014,-119.58,48.8
C0110R01,C0110R015,-119.58,48.8
C0110R04,C0110R041,-120.22,45.53
C0110R04,C0110R042,-120.22,45.53
C0110R04,C0110R043,-120.22,45.53
C0110R04,C0110R044,-120.22,45.53
C0110R04,C0110R045,-120.22,45.53
C0110R05,C0110R051,-120.04,45.72
C0110R05,C0110R052,-120.04,45.72
C0110R05,C0110R053,-120.04,45.72
C0110R05,C0110R054,-120.04,45.72
C0110R05,C0110R055,-120.04,45.72
C0110X01,C0110X011,-120.28,46.49
C0110X01,C0110X012,-120.28,46.49
C0110X01,C0110X013,-120.28,46.49
C0110X01,C0110X014,-120.28,46.49
C0110X01,C0110X015,-120.28,46.49
C0112F01,C0112F011,-119.82,48.34
C0112F01,C0112F012,-119.82,48.34
C0112F01,C0112F013,-119.82,48.34
C0112F01,C0112F014,-119.82,48.34
C0112F01,C0112F015,-119.82,48.34
C0112F04,C0112F041,-121.58,46.02
C0112F04,C0112F042,-121.58,46.02
C0112F04,C0112F043,-121.58,46.02
C0112F04,C0112F044,-121.58,46.02
C0112F04,C0112F045,-121.58,46.02
C0113F02,C0113F021,-122.68,47.46
C0113F02,C0113F022,-122.68,47.46
C0113F02,C0113F023,-122.68,47.46
C0113F02,C0113F024,-122.68,47.46
C0113F02,C0113F025,-122.68,47.46
C0113F04,C0113F041,-123.25,46.79
C0113F04,C0113F042,-123.25,46.79
C0113F04,C0113F043,-123.25,46.79
C0113F04,C0113F044,-123.25,46.79
C0113F04,C0113F045,-123.25,46.79
C0113F05,C0113F051,-123.3,47.04
C0113F05,C0113F052,-123.3,47.04
C0113F05,C0113F053,-123.3,47.04
C0113F05,C0113F054,-123.3,47.04
C0113F05,C0113F055,-123.3,47.04
C0113P04,C0113P041,-122.57,48.11
C0113P04,C0113P042,-122.57,48.11
C0113P04,C0113P043,-122.57,48.11
C0113P04,C0113P044,-122.57,48.11
C0113P04,C0113P045,-122.57,48.11
C0113R06,C0113R061,-119.3,47.92
C0113R06,C0113R062,-119.3,47.92
C0113R06,C0113R063,-119.3,47.92
C0113R06,C0113R064,-119.3,47.92
C0113R06,C0113R065,-119.3,47.92
C0114F02,C0114F021,-122.75,46.22
C0114F02,C0114F022,-122.75,46.22
C0114F02,C0114F023,-122.75,46.22
C0114F02,C0114F024,-122.75,46.22
C0114F02,C0114F025,-122.75,46.22
C0114F07,C0114F071,-122.82,46.2
C0114F07,C0114F072,-122.82,46.2
C0114F07,C0114F073,-122.82,46.2
C0114F07,C0114F074,-122.82,46.2
C0114F07,C0114F075,-122.82,46.2
C0114F08,C0114F081,-123.18,46.2
C0114F08,C0114F082,-123.18,46.2
C0114F08,C0114F083,-123.18,46.2
C0114F08,C0114F084,-123.18,46.2
C0114F08,C0114F085,-123.18,46.2
C0114P01,C0114P011,-122.81,46.47
C0114P01,C0114P013,-122.81,46.47
C0114P01,C0114P014,-122.81,46.47
C0114P01,C0114P015,-122.81,46.47
C0115F01,C0115F011,-121.73,45.52
C0115F01,C0115F012,-121.73,45.52
C0115F01,C0115F013,-121.73,45.52
C0115F01,C0115F015,-121.73,45.52
C0115F02,C0115F021,-122.44,48.0
C0115F02,C0115F022,-122.44,48.0
C0115F02,C0115F023,-122.44,48.0
C0115F02,C0115F024,-122.44,48.0
C0115F02,C0115F025,-122.44,48.0
C0115F03,C0115F031,-121.98,47.58
C0115F03,C0115F032,-121.98,47.58
C0115F03,C0115F033,-121.98,47.58
C0115F03,C0115F034,-121.98,47.58
C0115F03,C0115F035,-121.98,47.58
C0115F04,C0115F041,-123.45,47.14
C0115F04,C0115F042,-123.45,47.14
C0115F04,C0115F043,-123.45,47.14
C0115F04,C0115F044,-123.45,47.14
C0115F04,C0115F045,-123.45,47.14
C0115F05,C0115F051,-122.23,48.59
C0115F05,C0115F052,-122.23,48.59
C0115F05,C0115F053,-122.23,48.59
C0115F05,C0115F054,-122.23,48.59
C0115F05,C0115F055,-122.23,48.59
C0115F06,C0115F061,-122.52,47.84
C0115F06,C0115F062,-122.52,47.84
C0115F06,C0115F063,-122.52,47.84
C0115F06,C0115F064,-122.52,47.84
C0115F07,C0115F071,-122.4,47.98
C0115F07,C0115F072,-122.4,47.98
C0115F07,C0115F073,-122.4,47.98
C0115F07,C0115F074,-122.4,47.98
C0115F07,C0115F075,-122.4,47.98
C0115F08,C0115F081,-122.44,48.0
C0115F08,C0115F082,-122.44,48.0
C0115F08,C0115F083,-122.44,48.0
C0115F08,C0115F084,-122.44,48.0
C0115F08,C0115F085,-122.44,48.0
C0115F09,C0115F091,-122.8,48.04
C0115F09,C0115F092,-122.8,48.04
C0115F09,C0115F093,-122.8,48.04
C0115F09,C0115F094,-122.8,48.04
C0115F09,C0115F095,-122.8,48.04
C0115P03,C0115P031,-122.09,47.24
C0115P03,C0115P032,-122.09,47.24
C0115P03,C0115P033,-122.09,47.24
C0115P03,C0115P034,-122.09,47.24
C0115P03,C0115P035,-122.09,47.24
C0115P04,C0115P041,-122.63,48.36
C0115P04,C0115P042,-122.63,48.36
C0115P04,C0115P043,-122.63,48.36
C0115P04,C0115P044,-122.63,48.36
C0115P04,C0115P045,-122.63,48.36
C0115P05,C0115P051,-122.09,47.24
C0115P05,C0115P052,-122.09,47.24
C0115P05,C0115P053,-122.09,47.24
C0115P05,C0115P054,-122.09,47.24
C0115P05,C0115P055,-122.09,47.24
C0115P06,C0115P061,-123.14,48.1
C0115P06,C0115P062,-123.14,48.1
C0115P06,C0115P063,-123.14,48.1
C0115P06,C0115P064,-123.14,48.1
C0115P06,C0115P065,-123.14,48.1
C0115R01,C0115R011,-119.64,48.85
C0115R01,C0115R012,-119.64,48.85
C0115R01,C0115R013,-119.64,48.85
C0115R01,C0115R014,-119.64,48.85
C0115R01,C0115R015,-119.64,48.85
C0115R06,C0115R061,-119.49,48.41
C0115R06,C0115R062,-119.49,48.41
C0115R06,C0115R063,-119.49,48.41
C0115R06,C0115R064,-119.49,48.41
C0115R06,C0115R065,-119.49,48.41
C0116C06,C0116C061,-122.35,45.51
C0116C06,C0116C062,-122.35,45.51
C0116C06,C0116C063,-122.35,45.51
C0116C06,C0116C064,-122.35,45.51
C0116C06,C0116C065,-122.35,45.51
C0116C07,C0116C071,-122.59,48.83
C0116C07,C0116C072,-122.59,48.83
C0116C07,C0116C073,-122.59,48.83
C0116C07,C0116C074,-122.59,48.83
C0116C07,C0116C075,-122.59,48.83
C0116C10,C0116C101,-122.25,48.48
C0116C10,C0116C102,-122.25,48.48
C0116C10,C0116C103,-122.25,48.48
C0116C10,C0116C104,-122.25,48.48
C0116C10,C0116C105,-122.25,48.48
C0116F02,C0116F021,-122.52,47.85
C0116F02,C0116F022,-122.52,47.85
C0116F02,C0116F023,-122.52,47.85
C0116F02,C0116F024,-122.52,47.85
C0116F02,C0116F025,-122.52,47.85
C0116F03,C0116F031,-121.39,45.63
C0116F03,C0116F032,-121.39,45.63
C0116F03,C0116F033,-121.39,45.63
C0116F03,C0116F034,-121.39,45.63
C0116F03,C0116F035,-121.39,45.63
C0116F06,C0116F061,-120.84,47.73
C0116F06,C0116F062,-120.84,47.73
C0116F06,C0116F063,-120.84,47.73
C0116F06,C0116F064,-120.84,47.73
C0116F06,C0116F065,-120.84,47.73
C0116F08,C0116F081,-122.78,47.11
C0116F08,C0116F082,-122.78,47.11
C0116F08,C0116F083,-122.78,47.11
C0116F08,C0116F084,-122.78,47.11
C0116F08,C0116F085,-122.78,47.11
C0116P03,C0116P031,-122.08,47.27
C0116P03,C0116P032,-122.08,47.27
C0116P03,C0116P033,-122.08,47.27
C0116P03,C0116P034,-122.08,47.27
C0116P03,C0116P035,-122.08,47.27
C0116P05,C0116P051,-122.08,47.27
C0116P05,C0116P052,-122.08,47.27
C0116P05,C0116P053,-122.08,47.27
C0116P05,C0116P054,-122.08,47.27
C0116P05,C0116P055,-122.08,47.27
C0116R03,C0116R031,-121.21,45.47
C0116R03,C0116R032,-121.21,45.47
C0116R03,C0116R034,-121.21,45.47
C0116R03,C0116R035,-121.21,45.47
C0117F03,C0117F031,-123.67,46.16
C0117F03,C0117F032,-123.67,46.16
C0117F03,C0117F033,-123.67,46.16
C0117F03,C0117F034,-123.67,46.16
C0117F03,C0117F035,-123.67,46.16
C0118F03,C0118F031,-123.38,47.09
C0118F03,C0118F032,-123.38,47.09
C0118F03,C0118F033,-123.38,47.09
C0118F03,C0118F034,-123.38,47.09
C0118F03,C0118F035,-123.38,47.09
C0119F01,C0119F011,-122.15,48.77
C0119F01,C0119F012,-122.15,48.77
C0119F01,C0119F013,-122.15,48.77
C0119F01,C0119F014,-122.15,48.77
C0119F01,C0119F015,-122.15,48.77
C0119F02,C0119F021,-124.03,46.4
C0119F02,C0119F022,-124.03,46.4
C0119F02,C0119F023,-124.03,46.4
C0119F02,C0119F024,-124.03,46.4
C0119F02,C0119F025,-124.03,46.4
C0119F06,C0119F061,-122.3,45.49
C0119F06,C0119F062,-122.3,45.49
C0119F06,C0119F063,-122.3,45.49
C0119F06,C0119F064,-122.3,45.49
C0119F06,C0119F065,-122.3,45.49
C0120F01,C0120F011,-123.27,45.91
C0120F01,C0120F012,-123.27,45.91
C0120F01,C0120F013,-123.27,45.91
C0120F01,C0120F014,-123.27,45.91
C0120F01,C0120F015,-123.27,45.91
C0120F02,C0120F021,-121.38,47.78
C0120F02,C0120F022,-121.38,47.78
C0120F02,C0120F023,-121.38,47.78
C0120F02,C0120F024,-121.38,47.78
C0120F02,C0120F025,-121.38,47.78
C0120F07,C0120F071,-123.28,46.07
C0120F07,C0120F072,-123.28,46.07
C0120F07,C0120F073,-123.28,46.07
C0120F07,C0120F074,-123.28,46.07
C0120F07,C0120F075,-123.28,46.07
C0120F08,C0120F081,-122.59,48.83
C0120F08,C0120F082,-122.59,48.83
C0120F08,C0120F083,-122.59,48.83
C0120F08,C0120F084,-122.59,48.83
C0120F08,C0120F085,-122.59,48.83
C0120F09,C0120F091,-123.14,48.0
C0120F09,C0120F092,-123.14,48.0
C0120F09,C0120F093,-123.14,48.0
C0120F09,C0120F094,-123.14,48.0
C0120F09,C0120F095,-123.14,48.0
C0120P03,C0120P031,-122.54,48.98
C0120P03,C0120P032,-122.54,48.98
C0120P03,C0120P033,-122.54,48.98
C0120P03,C0120P034,-122.54,48.98
C0120P03,C0120P035,-122.54,48.98
C0120P04,C0120P041,-122.66,45.78
C0120P04,C0120P042,-122.66,45.78
C0120P04,C0120P043,-122.66,45.78
C0120P04,C0120P045,-122.66,45.78
C0120P05,C0120P051,-123.45,46.28
C0120P05,C0120P052,-123.45,46.28
C0120P05,C0120P053,-123.45,46.28
C0120P05,C0120P054,-123.45,46.28
C0120P05,C0120P055,-123.45,46.28
C0120P06,C0120P061,-123.79,46.37
C0120P06,C0120P062,-123.79,46.37
C0120P06,C0120P063,-123.79,46.37
C0120P06,C0120P064,-123.79,46.37
C0120P06,C0120P065,-123.79,46.37
C0408F01,C0408F011,-119.4,48.48
C0408F01,C0408F012,-119.4,48.48
C0408F01,C0408F013,-119.4,48.48
C0408F01,C0408F014,-119.4,48.48
C0408F01,C0408F015,-119.4,48.48
C0409R02,C0409R021,-119.26,48.75
C0409R02,C0409R022,-119.26,48.75
C0409R02,C0409R023,-119.26,48.75
C0409R02,C0409R024,-119.26,48.75
C0409R02,C0409R025,-119.26,48.75
F0103F06,F0103F061,-120.69,47.38
F0103F06,F0103F062,-120.69,47.38
F0103F06,F0103F063,-120.69,47.38
F0103F06,F0103F064,-120.69,47.38
F0103F06,F0103F065,-120.69,47.38
F0105R05,F0105R051,-123.46,47.38
F0105R05,F0105R052,-123.46,47.38
F0105R05,F0105R053,-123.46,47.38
F0105R05,F0105R054,-123.46,47.38
F0105R05,F0105R055,-123.46,47.38
F0105R06,F0105R061,-123.4,47.35
F0105R06,F0105R062,-123.4,47.35
F0105R06,F0105R063,-123.4,47.35
F0105R06,F0105R064,-123.4,47.35
F0105R06,F0105R065,-123.4,47.35
F0105R10,F0105R101,-123.53,47.43
F0105R10,F0105R102,-123.53,47.43
F0105R10,F0105R103,-123.53,47.43
F0105R10,F0105R104,-123.53,47.43
F0105R10,F0105R105,-123.53,47.43
F0108R02,F0108R021,-119.68,46.84
F0108R02,F0108R022,-119.68,46.84
F0108R02,F0108R023,-119.68,46.84
F0108R02,F0108R024,-119.68,46.84
F0108R02,F0108R025,-119.68,46.84
F0116F01,F0116F011,-120.67,47.79
F0116F01,F0116F012,-120.67,47.79
F0116F01,F0116F013,-120.67,47.79
F0116F01,F0116F014,-120.67,47.79
F0116F01,F0116F015,-120.67,47.79
F0117F01,F0117F011,-124.04,48.11
F0117F01,F0117F012,-124.04,48.11
F0117F01,F0117F013,-124.04,48.11
F0117F01,F0117F014,-124.04,48.11
F0117F01,F0117F015,-124.04,48.11
F0119F03,F0119F031,-121.38,47.35
F0119F03,F0119F032,-121.38,47.35
F0119F03,F0119F033,-121.38,47.35
F0119F03,F0119F034,-121.38,47.35
F0119F03,F0119F035,-121.38,47.35
F0119R02,F0119R021,-122.1,46.17
F0119R02,F0119R022,-122.1,46.17
F0119R02,F0119R023,-122.1,46.17
F0119R02,F0119R024,-122.1,46.17
F0119R02,F0119R025,-122.1,46.17
F0120R05,F0120R051,-122.24,46.22
F0120R05,F0120R052,-122.24,46.22
F0120R05,F0120R053,-122.24,46.22
F0120R05,F0120R054,-122.24,46.22
F0120R05,F0120R055,-122.24,46.22
C0102C01,C0102C011,-119.04,46.6
C0102C01,C0102C012,-119.04,46.6
C0102C01,C0102C013,-119.04,46.6
C0102C01,C0102C014,-119.04,46.6
C0102C01,C0102C015,-119.04,46.6
C0102R12,C0102R121,-118.52,47.59
C0102R12,C0102R122,-118.52,47.59
C0102R12,C0102R123,-118.52,47.59
C0102R12,C0102R124,-118.52,47.59
C0102R12,C0102R125,-118.52,47.59
C0102X02,C0102X021,-119.12,47.27
C0102X02,C0102X022,-119.12,47.27
C0102X02,C0102X023,-119.12,47.27
C0102X02,C0102X024,-119.12,47.27
C0102X02,C0102X025,-119.12,47.27
C0103C08,C0103C081,-117.09,46.3
C0103C08,C0103C082,-117.09,46.3
C0103C08,C0103C083,-117.09,46.3
C0103C08,C0103C084,-117.09,46.3
C0103C08,C0103C085,-117.09,46.3
C0103F01,C0103F011,-117.26,46.93
C0103F01,C0103F012,-117.26,46.93
C0103F01,C0103F013,-117.26,46.93
C0103F01,C0103F014,-117.26,46.93
C0103F01,C0103F015,-117.26,46.93
C0103X01,C0103X011,-117.66,46.38
C0103X01,C0103X012,-117.66,46.38
C0103X01,C0103X013,-117.66,46.38
C0103X01,C0103X014,-117.66,46.38
C0103X01,C0103X015,-117.66,46.38
C0107C02,C0107C021,-117.01,46.59
C0107C02,C0107C022,-117.01,46.59
C0107C02,C0107C023,-117.01,46.59
C0107C02,C0107C024,-117.01,46.59
C0107C02,C0107C025,-117.01,46.59
C0107C08,C0107C081,-117.27,46.84
C0107C08,C0107C082,-117.27,46.84
C0107C08,C0107C083,-117.27,46.84
C0107C08,C0107C084,-117.27,46.84
C0107C08,C0107C085,-117.27,46.84
C0107F06,C0107F061,-117.96,46.18
C0107F06,C0107F062,-117.96,46.18
C0107F06,C0107F063,-117.96,46.18
C0107F06,C0107F064,-117.96,46.18
C0107F06,C0107F065,-117.96,46.18
C0107X01,C0107X011,-117.77,46.31
C0107X01,C0107X012,-117.77,46.31
C0107X01,C0107X013,-117.77,46.31
C0107X01,C0107X014,-117.77,46.31
C0107X01,C0107X015,-117.77,46.31
C0107X02,C0107X021,-118.45,46.82
C0107X02,C0107X022,-118.45,46.82
C0107X02,C0107X023,-118.45,46.82
C0107X02,C0107X024,-118.45,46.82
C0107X02,C0107X025,-118.45,46.82
C0108P03,C0108P031,-119.05,47.1
C0108P03,C0108P032,-119.05,47.1
C0108P03,C0108P033,-119.05,47.1
C0108P03,C0108P034,-119.05,47.1
C0108P03,C0108P035,-119.05,47.1
C0109C01,C0109C011,-118.93,46.28
C0109C01,C0109C012,-118.93,46.28
C0109C01,C0109C013,-118.93,46.28
C0109C01,C0109C014,-118.93,46.28
C0109C01,C0109C015,-118.93,46.28
C0109X05,C0109X051,-118.27,46.54
C0109X05,C0109X052,-118.27,46.54
C0109X05,C0109X053,-118.27,46.54
C0109X05,C0109X054,-118.27,46.54
C0109X05,C0109X055,-118.27,46.54
C0110C03,C0110C031,-118.35,46.46
C0110C03,C0110C032,-118.35,46.46
C0110C03,C0110C033,-118.35,46.46
C0110C03,C0110C034,-118.35,46.46
C0110C03,C0110C035,-118.35,46.46
C0110C06,C0110C061,-118.42,46.91
C0110C06,C0110C062,-118.42,46.91
C0110C06,C0110C063,-118.42,46.91
C0110C06,C0110C064,-118.42,46.91
C0110C06,C0110C065,-118.42,46.91
C0110R02,C0110R021,-118.94,46.59
C0110R02,C0110R022,-118.94,46.59
C0110R02,C0110R023,-118.94,46.59
C0110R02,C0110R024,-118.94,46.59
C0110R02,C0110R025,-118.94,46.59
C0110X02,C0110X021,-118.57,46.69
C0110X02,C0110X022,-118.57,46.69
C0110X02,C0110X023,-118.57,46.69
C0110X02,C0110X024,-118.57,46.69
C0110X02,C0110X025,-118.57,46.69
C0110X03,C0110X031,-118.94,46.51
C0110X03,C0110X032,-118.94,46.51
C0110X03,C0110X033,-118.94,46.51
C0110X03,C0110X034,-118.94,46.51
C0110X03,C0110X035,-118.94,46.51
C0113C02,C0113C021,-117.26,46.49
C0113C02,C0113C022,-117.26,46.49
C0113C02,C0113C023,-117.26,46.49
C0113C02,C0113C024,-117.26,46.49
C0113C02,C0113C025,-117.26,46.49
C0113C05,C0113C051,-118.72,45.9
C0113C05,C0113C052,-118.72,45.9
C0113C05,C0113C053,-118.72,45.9
C0113C05,C0113C054,-118.72,45.9
C0113C05,C0113C055,-118.72,45.9
C0113C06,C0113C061,-118.45,45.86
C0113C06,C0113C062,-118.45,45.86
C0113C06,C0113C063,-118.45,45.86
C0113C06,C0113C064,-118.45,45.86
C0113C06,C0113C065,-118.45,45.86
C0113P03,C0113P031,-117.75,46.86
C0113P03,C0113P032,-117.75,46.86
C0113P03,C0113P033,-117.75,46.86
C0113P03,C0113P034,-117.75,46.86
C0113P03,C0113P035,-117.75,46.86
C0113R02,C0113R022,-117.95,46.5
C0113R02,C0113R023,-117.95,46.5
C0113R02,C0113R024,-117.95,46.5
C0113R02,C0113R025,-117.95,46.5
C0113X02,C0113X021,-117.92,46.57
C0113X02,C0113X022,-117.92,46.57
C0113X02,C0113X023,-117.92,46.57
C0113X02,C0113X024,-117.92,46.57
C0113X02,C0113X025,-117.92,46.57
C0114C03,C0114C031,-117.23,46.18
C0114C03,C0114C032,-117.23,46.18
C0114C03,C0114C033,-117.23,46.18
C0114C03,C0114C034,-117.23,46.18
C0114C03,C0114C035,-117.23,46.18
C0114C07,C0114C071,-117.1,46.35
C0114C07,C0114C072,-117.1,46.35
C0114C07,C0114C073,-117.1,46.35
C0114C07,C0114C074,-117.1,46.35
C0114C07,C0114C075,-117.1,46.35
C0114R02,C0114R021,-117.03,45.65
C0114R02,C0114R022,-117.03,45.65
C0114R02,C0114R023,-117.03,45.65
C0114R02,C0114R024,-117.03,45.65
C0114R02,C0114R025,-117.03,45.65
C0115R02,C0115R021,-118.88,48.14
C0115R02,C0115R022,-118.88,48.14
C0115R02,C0115R023,-118.88,48.14
C0115R02,C0115R024,-118.88,48.14
C0115R02,C0115R025,-118.88,48.14
C0116F01,C0116F011,-117.96,45.68
C0116F01,C0116F012,-117.96,45.68
C0116F01,C0116F013,-117.96,45.68
C0116F01,C0116F014,-117.96,45.68
C0116F01,C0116F015,-117.96,45.68
C0116F04,C0116F041,-117.21,46.11
C0116F04,C0116F042,-117.21,46.11
C0116F04,C0116F043,-117.21,46.11
C0116F04,C0116F044,-117.21,46.11
C0116F04,C0116F045,-117.21,46.11
C0116F05,C0116F051,-116.79,46.13
C0116F05,C0116F052,-116.79,46.13
C0116F05,C0116F053,-116.79,46.13
C0116F05,C0116F054,-116.79,46.13
C0116F05,C0116F055,-116.79,46.13
C0116P02,C0116P021,-117.77,47.34
C0116P02,C0116P022,-117.77,47.34
C0116P02,C0116P023,-117.77,47.34
C0116P02,C0116P024,-117.77,47.34
C0116P02,C0116P025,-117.77,47.34
C0116R01,C0116R011,-117.66,45.6
C0116R01,C0116R012,-117.66,45.6
C0116R01,C0116R013,-117.66,45.6
C0116R01,C0116R014,-117.66,45.6
C0116R01,C0116R015,-117.66,45.6
C0116X01,C0116X011,-117.58,46.98
C0116X01,C0116X012,-117.58,46.98
C0116X01,C0116X013,-117.58,46.98
C0116X01,C0116X014,-117.58,46.98
C0116X01,C0116X015,-117.58,46.98
C0120F04,C0120F041,-116.87,46.09
C0120F04,C0120F042,-116.87,46.09
C0120F04,C0120F043,-116.87,46.09
C0120F04,C0120F044,-116.87,46.09
C0120F04,C0120F045,-116.87,46.09
C0401F04,C0401F041,-118.43,47.9
C0401F04,C0401F042,-118.43,47.9
C0401F04,C0401F043,-118.43,47.9
C0401F04,C0401F044,-118.43,47.9
C0401F04,C0401F045,-118.43,47.9
C0401F08,C0401F081,-116.92,47.52
C0401F08,C0401F082,-116.92,47.52
C0401F08,C0401F083,-116.92,47.52
C0401F08,C0401F084,-116.92,47.52
C0401F08,C0401F085,-116.92,47.52
C0402W01,C0402W011,-116.42,48.94
C0402W01,C0402W012,-116.42,48.94
C0402W01,C0402W013,-116.42,48.94
C0402W01,C0402W014,-116.42,48.94
C0402W01,C0402W015,-116.42,48.94
C0402W03,C0402W031,-117.95,48.41
C0402W03,C0402W032,-117.95,48.41
C0402W03,C0402W033,-117.95,48.41
C0402W03,C0402W034,-117.95,48.41
C0402W03,C0402W035,-117.95,48.41
C0404C01,C0404C011,-119.08,48.89
C0404C01,C0404C012,-119.08,48.89
C0404C01,C0404C013,-119.08,48.89
C0404C01,C0404C014,-119.08,48.89
C0404C01,C0404C015,-119.08,48.89
C0404C02,C0404C021,-114.2,47.51
C0404C02,C0404C022,-114.2,47.51
C0404C02,C0404C023,-114.2,47.51
C0404C02,C0404C024,-114.2,47.51
C0404C02,C0404C025,-114.2,47.51
C0404C05,C0404C051,-114.3,48.27
C0404C05,C0404C052,-114.3,48.27
C0404C05,C0404C053,-114.3,48.27
C0404C05,C0404C054,-114.3,48.27
C0404C05,C0404C055,-114.3,48.27
C0404F03,C0404F031,-116.97,47.83
C0404F03,C0404F032,-116.97,47.83
C0404F03,C0404F033,-116.97,47.83
C0404F03,C0404F034,-116.97,47.83
C0404F03,C0404F035,-116.97,47.83
C0404F05,C0404F051,-114.8,47.13
C0404F05,C0404F052,-114.8,47.13
C0404F05,C0404F053,-114.8,47.13
C0404F05,C0404F054,-114.8,47.13
C0404F05,C0404F055,-114.8,47.13
C0404F06,C0404F061,-116.56,48.45
C0404F06,C0404F062,-116.56,48.45
C0404F06,C0404F063,-116.56,48.45
C0404F06,C0404F064,-116.56,48.45
C0404F06,C0404F065,-116.56,48.45
C0404F07,C0404F071,-117.72,48.15
C0404F07,C0404F072,-117.72,48.15
C0404F07,C0404F073,-117.72,48.15
C0404F07,C0404F074,-117.72,48.15
C0404F07,C0404F075,-117.72,48.15
C0404F08,C0404F081,-118.44,48.39
C0404F08,C0404F082,-118.44,48.39
C0404F08,C0404F083,-118.44,48.39
C0404F08,C0404F084,-118.44,48.39
C0404F08,C0404F085,-118.44,48.39
C0404F17,C0404F171,-115.84,46.39
C0404F17,C0404F172,-115.84,46.39
C0404F17,C0404F173,-115.84,46.39
C0404F17,C0404F174,-115.84,46.39
C0404F17,C0404F175,-115.84,46.39
C0404F18,C0404F181,-114.17,46.48
C0404F18,C0404F182,-114.17,46.48
C0404F18,C0404F183,-114.17,46.48
C0404F18,C0404F184,-114.17,46.48
C0404F18,C0404F185,-114.17,46.48
C0404F23,C0404F231,-116.42,48.6
C0404F23,C0404F232,-116.42,48.6
C0404F23,C0404F233,-116.42,48.6
C0404F23,C0404F234,-116.42,48.6
C0404F23,C0404F235,-116.42,48.6
C0404P02,C0404P021,-118.68,48.74
C0404P02,C0404P022,-118.68,48.74
C0404P02,C0404P023,-118.68,48.74
C0404P02,C0404P024,-118.68,48.74
C0404P02,C0404P025,-118.68,48.74
C0404P03,C0404P031,-114.16,46.38
C0404P03,C0404P032,-114.16,46.38
C0404P03,C0404P033,-114.16,46.38
C0404P03,C0404P034,-114.16,46.38
C0404P03,C0404P035,-114.16,46.38
C0404P04,C0404P041,-118.6,48.83
C0404P04,C0404P042,-118.6,48.83
C0404P04,C0404P043,-118.6,48.83
C0404P04,C0404P044,-118.6,48.83
C0404P04,C0404P045,-118.6,48.83
C0404W01,C0404W011,-116.27,48.84
C0404W01,C0404W012,-116.27,48.84
C0404W01,C0404W013,-116.27,48.84
C0404W01,C0404W014,-116.27,48.84
C0404W01,C0404W015,-116.27,48.84
C0404W07,C0404W071,-116.68,47.19
C0404W07,C0404W072,-116.68,47.19
C0404W07,C0404W073,-116.68,47.19
C0404W07,C0404W074,-116.68,47.19
C0404W07,C0404W075,-116.68,47.19
C0405F01,C0405F011,-117.24,47.74
C0405F01,C0405F012,-117.24,47.74
C0405F01,C0405F013,-117.24,47.74
C0405F01,C0405F014,-117.24,47.74
C0405F01,C0405F015,-117.24,47.74
C0405F51,C0405F511,-116.66,47.11
C0405F51,C0405F512,-116.66,47.11
C0405F51,C0405F513,-116.66,47.11
C0405F51,C0405F514,-116.66,47.11
C0405F51,C0405F515,-116.66,47.11
C0405F57,C0405F571,-118.68,48.63
C0405F57,C0405F572,-118.68,48.63
C0405F57,C0405F573,-118.68,48.63
C0405F57,C0405F574,-118.68,48.63
C0405F57,C0405F575,-118.68,48.63
C0405P04,C0405P041,-116.26,47.01
C0405P04,C0405P042,-116.26,47.01
C0405P04,C0405P043,-116.26,47.01
C0405P04,C0405P044,-116.26,47.01
C0405P04,C0405P045,-116.26,47.01
C0405W03,C0405W031,-116.34,47.03
C0405W03,C0405W032,-116.34,47.03
C0405W03,C0405W033,-116.34,47.03
C0405W03,C0405W034,-116.34,47.03
C0405W03,C0405W035,-116.34,47.03
C0405W04,C0405W041,-117.0,48.02
C0405W04,C0405W042,-117.0,48.02
C0405W04,C0405W043,-117.0,48.02
C0405W04,C0405W044,-117.0,48.02
C0405W04,C0405W045,-117.0,48.02
C0406F04,C0406F041,-114.81,47.05
C0406F04,C0406F042,-114.81,47.05
C0406F04,C0406F043,-114.81,47.05
C0406F04,C0406F044,-114.81,47.05
C0406F04,C0406F045,-114.81,47.05
C0407C52,C0407C521,-116.82,46.66
C0407C52,C0407C522,-116.82,46.66
C0407C52,C0407C523,-116.82,46.66
C0407C52,C0407C524,-116.82,46.66
C0407C52,C0407C525,-116.82,46.66
C0407F01,C0407F011,-117.25,48.31
C0407F01,C0407F012,-117.25,48.31
